remittance_id,customer_id,transfer_date,destination_country,transfer_amount,exchange_rate,transfer_fee,transfer_status,channel
REM0000296,CUST00641,2025-03-11,Philippines,7295.46,78.683639,30.17,Completed,Partner
REM0000297,CUST00378,2024-05-24,Egypt,3738.06,21.211004,24.03,Failed,Partner
REM0000298,CUST00818,2026-09-12,Philippines,6951.12,67.323398,65.79,Completed,Partner
REM0000299,CUST00657,2026-01-29,Sri Lanka,7610.96,56.877987,9.33,Completed,Partner
REM0000300,CUST00103,2024-08-09,Nepal,948.12,9.513343,39.4,Completed,Partner
REM0000301,CUST00305,2026-05-13,Pakistan,402.48,11.191605,28.5,Completed,Branch
REM0000302,CUST00908,2026-09-02,Nepal,1114.66,46.440273,36.43,Completed,Branch
REM0000303,CUST00658,2025-11-05,Bangladesh,4757.4,58.857698,39.57,Completed,Partner
REM0000304,CUST00216,2024-10-17,Bangladesh,1322.41,63.412453,34.83,Failed,Mobile App
REM0000305,CUST00497,2026-12-17,Jordan,5477.09,62.599485,18.01,Completed,Branch
REM0000306,CUST00951,2025-05-06,India,2647.5,58.641933,27.63,Completed,Partner
REM0000307,CUST00631,2026-06-05,Sri Lanka,1984.83,52.393476,35.48,Completed,Branch
REM0000308,CUST00999,2025-06-21,Bangladesh,7850.15,5.512427,44.71,Completed,Mobile App
REM0000309,CUST00757,2026-05-30,Philippines,6863.21,47.886469,57.2,Completed,Branch
REM0000310,CUST00960,2024-03-22,Bangladesh,7405.74,40.228509,11.31,Completed,Mobile App
REM0000311,CUST00250,2024-01-03,Nepal,5826.86,18.911235,69.84,Completed,Branch
REM0000312,CUST00641,2026-07-03,India,3332.81,20.065914,57.7,Completed,Partner
REM0000313,CUST00738,2026-10-16,Nepal,3047.71,65.939776,27.45,Completed,Mobile App
REM0000314,CUST00126,2026-03-13,Bangladesh,5833.45,19.122158,44.67,Completed,Mobile App
REM0000315,CUST00609,2026-12-05,Egypt,3905.33,84.414659,16.93,Failed,Partner
REM0000316,CUST00598,2026-10-30,Egypt,824.51,31.489571,37.69,Completed,Partner
REM0000317,CUST00577,2026-08-09,Jordan,2572.66,5.368287,22.77,Completed,Partner
REM0000318,CUST00041,2024-11-25,Bangladesh,747.46,50.331291,39.25,Completed,Partner
REM0000319,CUST00371,2024-08-30,Pakistan,6132.26,84.82326,26.93,Completed,Partner
REM0000320,CUST00888,2024-10-22,Egypt,1556.34,27.652529,50.88,Completed,Partner
REM0000321,CUST00589,2024-05-11,Sri Lanka,221.08,75.801097,36.3,Completed,Partner
REM0000322,CUST00169,2025-07-25,Nepal,6329.74,30.135185,50.94,Completed,Mobile App
REM0000323,CUST00574,2026-02-04,Philippines,6360.19,48.514444,40.57,Completed,Partner
REM0000324,CUST00020,2026-12-04,Nepal,7579.17,12.627468,60.66,Completed,Partner
REM0000325,CUST00523,2026-05-25,Nepal,772.21,35.134609,28.06,Completed,Partner
REM0000326,CUST00132,2026-04-13,Egypt,3013.86,41.718115,35.57,Completed,Partner
REM0000327,CUST00589,2025-02-12,Philippines,4882.6,57.66045,63.57,Completed,Partner
REM0000328,CUST00842,2026-01-14,Philippines,3724.26,69.456079,33.68,Completed,Partner
REM0000329,CUST00497,2025-09-26,Bangladesh,4389.72,73.0529,6.7,Completed,Branch
REM0000330,CUST00126,2024-06-06,Philippines,1500.31,9.312166,31.77,Completed,Branch
REM0000331,CUST00393,2025-02-22,Sri Lanka,495.02,11.881957,70.03,Completed,Partner
REM0000332,CUST00975,2025-06-29,Pakistan,652.65,6.961251,52.35,Completed,Branch
REM0000333,CUST00432,2024-07-23,Bangladesh,1417.52,36.089138,60.06,Completed,Mobile App
REM0000334,CUST00075,2024-05-21,Pakistan,7230.39,82.920151,11.44,Completed,Partner
REM0000335,CUST00704,2024-11-07,Philippines,211.9,62.035665,59.35,Completed,Partner
REM0000336,CUST00269,2025-11-12,India,2141.31,68.797607,28.06,Completed,Branch
REM0000337,CUST00013,2024-06-03,Egypt,6631.41,64.594955,34.65,Completed,Branch
REM0000338,CUST00964,2025-06-02,Jordan,6733.8,21.412489,20.87,Completed,Mobile App
REM0000339,CUST00565,2025-08-03,Jordan,4706.16,67.558292,42.12,Pending,Mobile App
REM0000340,CUST00831,2024-05-14,Philippines,1964.95,79.226704,68.84,Pending,Partner
REM0000341,CUST00573,2026-03-03,Pakistan,1023.68,4.682595,9.03,Completed,Partner
REM0000342,CUST00431,2026-03-25,Nepal,7171.67,3.652562,68.82,Completed,Partner
REM0000343,CUST00695,2025-04-13,Egypt,3119.57,32.780718,8.89,Completed,Mobile App
REM0000344,CUST00286,2024-06-11,Philippines,529.37,65.10359,71.77,Pending,Partner
REM0000345,CUST00783,2025-11-16,Egypt,5615.6,31.335034,60.68,Completed,Branch
REM0000346,CUST00242,2026-04-08,India,4398.49,36.085921,30.46,Pending,Branch
REM0000347,CUST00034,2026-10-16,Bangladesh,4413.53,56.953762,36.07,Completed,Mobile App
REM0000348,CUST00167,2024-09-21,Jordan,4499.96,79.93623,11.55,Completed,Branch
REM0000349,CUST00963,2024-01-19,Bangladesh,3473.9,84.021827,56.96,Completed,Partner
REM0000350,CUST00265,2026-02-24,Pakistan,6766.0,73.461029,15.71,Completed,Branch
REM0000351,CUST00014,2024-10-01,India,3921.4,45.922496,20.32,Completed,Branch
REM0000352,CUST00524,2025-02-13,Philippines,7259.1,3.961055,39.14,Completed,Partner
REM0000353,CUST00966,2025-07-02,Philippines,2946.13,1.528102,52.18,Completed,Mobile App
REM0000354,CUST00885,2025-10-07,Egypt,420.92,46.913607,64.15,Completed,Branch
REM0000355,CUST00985,2026-05-11,Philippines,1343.21,80.232311,40.84,Completed,Branch
REM0000356,CUST00377,2025-07-15,India,3895.13,10.332076,51.6,Failed,Branch
REM0000357,CUST00071,2024-07-25,Bangladesh,5203.07,70.55203,9.07,Failed,Branch
REM0000358,CUST00434,2026-05-27,Jordan,7949.4,69.979812,34.06,Completed,Partner
REM0000359,CUST00368,2024-05-08,Bangladesh,4039.79,28.255754,44.57,Completed,Mobile App
REM0000360,CUST00028,2024-10-23,Sri Lanka,2010.92,15.964791,23.89,Completed,Partner
REM0000361,CUST00835,2025-04-30,India,4441.61,79.980619,18.88,Completed,Partner
REM0000362,CUST00887,2025-12-06,India,7624.1,55.39232,16.44,Completed,Mobile App
REM0000363,CUST00242,2024-11-25,Bangladesh,4517.37,2.877406,51.9,Completed,Partner
REM0000364,CUST00566,2025-07-05,Pakistan,5577.95,78.074979,53.39,Completed,Branch
REM0000365,CUST00689,2026-03-02,Egypt,1318.4,81.464871,42.0,Completed,Branch
REM0000366,CUST00035,2025-07-20,Jordan,5058.87,78.179906,7.87,Failed,Branch
REM0000367,CUST00467,2024-08-06,Jordan,2712.9,14.77458,48.34,Pending,Partner
REM0000368,CUST00072,2026-06-30,Egypt,6191.27,53.527857,12.2,Completed,Mobile App
REM0000369,CUST00355,2026-07-30,Egypt,2092.59,4.477307,23.62,Completed,Partner
REM0000370,CUST00750,2026-01-17,Jordan,1241.58,61.770648,68.84,Pending,Mobile App
REM0000371,CUST00126,2024-11-19,India,7677.82,81.482402,5.19,Completed,Partner
REM0000372,CUST00968,2024-11-08,Jordan,3963.09,76.866539,17.66,Completed,Partner
REM0000373,CUST00121,2024-05-28,Pakistan,2619.29,10.403639,58.73,Completed,Partner
REM0000374,CUST00261,2025-12-07,Jordan,2883.14,28.79127,18.72,Completed,Partner
REM0000375,CUST00889,2025-04-21,Bangladesh,1806.88,11.779677,59.28,Failed,Branch
REM0000376,CUST00343,2024-09-06,Jordan,1243.55,5.204331,58.74,Completed,Partner
REM0000377,CUST00792,2026-12-27,Pakistan,2710.28,12.330044,23.48,Failed,Partner
REM0000378,CUST00554,2025-02-04,Philippines,3376.15,66.448413,57.5,Completed,Branch
REM0000379,CUST00509,2025-05-22,Bangladesh,5724.02,22.29174,51.01,Completed,Branch
REM0000380,CUST00138,2025-02-19,Nepal,3328.36,66.095076,67.45,Completed,Branch
REM0000381,CUST00024,2024-04-06,Pakistan,3500.9,68.01087,39.78,Completed,Partner
REM0000382,CUST00209,2024-03-07,India,3766.99,61.37279,64.7,Completed,Branch
REM0000383,CUST00491,2024-06-14,Sri Lanka,3046.5,41.333668,67.85,Pending,Mobile App
REM0000384,CUST00572,2025-01-16,Philippines,545.8,17.282545,31.08,Completed,Partner
REM0000385,CUST00270,2025-12-18,Pakistan,4117.19,10.910444,11.89,Completed,Partner
REM0000386,CUST00142,2026-09-10,Bangladesh,639.76,64.74244,48.36,Pending,Partner
REM0000387,CUST00915,2024-07-24,Philippines,6165.13,54.868167,42.02,Completed,Partner
REM0000388,CUST00979,2025-06-28,Philippines,6681.76,65.06826,47.03,Failed,Partner
REM0000389,CUST00043,2025-10-01,Pakistan,7868.68,53.860368,16.49,Completed,Branch
REM0000390,CUST00471,2025-08-12,Philippines,876.33,73.842396,69.79,Completed,Branch
REM0000391,CUST00667,2024-01-16,Nepal,4052.55,42.817551,52.75,Completed,Branch
REM0000392,CUST00306,2025-08-01,Sri Lanka,671.02,60.133142,6.33,Failed,Branch
REM0000393,CUST00484,2025-12-16,Bangladesh,2071.61,63.279319,46.49,Completed,Partner
REM0000394,CUST00264,2026-01-13,India,7411.07,55.851892,45.64,Completed,Mobile App
REM0000395,CUST00824,2026-03-20,Bangladesh,336.01,84.646417,57.62,Completed,Mobile App
REM0000396,CUST00978,2024-08-03,Jordan,7036.5,69.622297,69.85,Completed,Mobile App
REM0000397,CUST00552,2025-02-06,India,4708.27,47.509867,17.39,Completed,Mobile App
REM0000398,CUST00127,2026-12-19,Pakistan,5750.58,26.964122,55.37,Completed,Branch
REM0000399,CUST00249,2025-01-09,Bangladesh,913.23,20.372519,58.12,Completed,Branch
REM0000400,CUST00790,2025-12-02,Jordan,3793.36,22.32706,29.65,Completed,Mobile App
REM0000401,CUST00027,2026-01-02,Nepal,998.3,53.660485,10.19,Completed,Mobile App
REM0000402,CUST00231,2024-04-13,Bangladesh,4536.81,29.147335,65.11,Completed,Branch
REM0000403,CUST00109,2026-07-10,Jordan,3475.52,20.965769,5.81,Completed,Mobile App
REM0000404,CUST00611,2024-09-28,Pakistan,5143.2,26.446949,54.83,Completed,Partner
REM0000405,CUST00154,2025-03-01,Nepal,2463.09,82.852819,60.76,Completed,Branch
REM0000406,CUST00239,2025-01-11,Sri Lanka,2360.06,0.089276,74.38,Completed,Branch
REM0000407,CUST00718,2026-08-19,Jordan,969.66,65.252354,32.87,Completed,Mobile App
REM0000408,CUST00730,2025-04-27,Philippines,2420.24,34.736357,40.1,Completed,Mobile App
REM0000409,CUST00700,2024-03-07,Pakistan,5583.74,11.20133,58.66,Completed,Mobile App
REM0000410,CUST00929,2025-08-29,Bangladesh,223.93,24.398866,11.49,Completed,Partner
REM0000411,CUST00268,2024-07-31,Jordan,4703.21,80.130115,69.12,Failed,Partner
REM0000412,CUST00233,2026-03-11,Nepal,7215.63,49.928077,49.31,Completed,Partner
REM0000413,CUST00891,2026-08-02,Sri Lanka,2161.4,47.443929,48.27,Failed,Branch
REM0000414,CUST00013,2024-07-10,Philippines,5307.21,19.750896,51.13,Completed,Partner
REM0000415,CUST00932,2024-08-31,Philippines,5656.97,42.302758,55.39,Completed,Partner
REM0000416,CUST00977,2026-10-06,Egypt,1530.97,74.665678,21.95,Completed,Branch
REM0000417,CUST00318,2026-07-06,Pakistan,5750.17,22.835899,12.9,Completed,Branch
REM0000418,CUST00329,2025-10-31,Pakistan,2009.32,11.625347,64.05,Completed,Partner
REM0000419,CUST00752,2025-04-24,Jordan,235.46,83.717555,47.76,Pending,Branch
REM0000420,CUST00978,2026-01-22,Egypt,456.53,31.92235,68.42,Completed,Mobile App
REM0000421,CUST00038,2024-05-17,India,5849.9,23.031916,14.56,Completed,Partner
REM0000422,CUST00429,2024-01-03,Bangladesh,3725.19,1.088181,52.79,Completed,Mobile App
REM0000423,CUST00856,2025-04-23,Philippines,1680.67,42.105278,38.38,Completed,Mobile App
REM0000424,CUST00929,2024-07-10,Bangladesh,2569.32,38.079718,74.37,Completed,Partner
REM0000425,CUST00392,2024-12-03,India,7683.51,20.47143,60.19,Completed,Partner
REM0000426,CUST00463,2024-04-12,Bangladesh,1659.23,4.703329,13.86,Completed,Mobile App
REM0000427,CUST00187,2026-05-24,Pakistan,6917.88,7.455687,16.32,Completed,Mobile App
REM0000428,CUST00078,2024-02-16,Sri Lanka,7430.97,35.489114,66.97,Failed,Branch
REM0000429,CUST00312,2024-11-20,Jordan,3514.09,3.638456,67.53,Completed,Branch
REM0000430,CUST00998,2024-07-11,Jordan,3367.85,42.033644,57.38,Completed,Mobile App
REM0000431,CUST00321,2025-04-23,Sri Lanka,4099.42,58.778309,44.15,Completed,Partner
REM0000432,CUST00381,2026-08-05,Jordan,3848.88,23.817451,67.45,Completed,Partner
REM0000433,CUST00974,2025-08-29,Jordan,6104.02,47.759463,34.01,Completed,Partner
REM0000434,CUST00556,2026-05-20,Egypt,4624.14,84.54784,74.48,Completed,Branch
REM0000435,CUST00793,2024-10-25,Sri Lanka,6798.3,18.393225,56.15,Completed,Branch
REM0000436,CUST00569,2026-05-10,India,1428.82,40.55183,37.27,Completed,Branch
REM0000437,CUST00219,2026-07-21,Philippines,5094.71,16.87242,32.43,Completed,Partner
REM0000438,CUST00455,2026-04-11,Nepal,6462.18,47.645992,58.92,Completed,Mobile App
REM0000439,CUST00292,2024-05-01,Nepal,6274.56,30.207041,53.61,Completed,Mobile App
REM0000440,CUST00577,2024-10-19,Sri Lanka,478.52,28.458057,48.7,Completed,Branch
REM0000441,CUST00902,2026-06-19,Jordan,6277.49,83.372158,10.23,Completed,Mobile App
REM0000442,CUST00678,2024-11-26,Philippines,4993.39,75.888909,57.63,Completed,Mobile App
REM0000443,CUST00393,2026-11-19,Sri Lanka,1970.87,66.326097,45.18,Completed,Branch
REM0000444,CUST00754,2025-12-17,Sri Lanka,2708.45,15.749236,59.1,Completed,Mobile App
REM0000445,CUST00124,2025-07-14,Bangladesh,3357.61,4.944863,31.29,Completed,Partner
REM0000446,CUST00677,2024-05-07,Pakistan,5293.15,8.625035,35.8,Completed,Branch
REM0000447,CUST00585,2026-09-09,Egypt,6551.91,43.475845,29.27,Completed,Mobile App
REM0000448,CUST00202,2026-11-20,Egypt,6224.79,75.799223,56.25,Completed,Mobile App
REM0000449,CUST00700,2026-03-22,Nepal,2755.28,56.642824,61.06,Completed,Mobile App
REM0000450,CUST00130,2025-12-01,Bangladesh,1614.13,13.174562,8.55,Completed,Mobile App
REM0000451,CUST00033,2026-01-18,Pakistan,3249.05,6.67275,19.35,Completed,Partner
REM0000452,CUST00225,2024-10-08,Bangladesh,7954.48,40.413377,5.56,Completed,Partner
REM0000453,CUST00524,2025-07-03,India,4319.63,63.556246,17.3,Completed,Branch
REM0000454,CUST00547,2024-12-30,Sri Lanka,3490.89,0.936578,72.74,Completed,Mobile App
REM0000455,CUST00570,2026-08-23,India,2992.84,11.317108,68.95,Completed,Partner
REM0000456,CUST00405,2025-02-12,Jordan,821.01,41.335151,41.76,Completed,Partner
REM0000457,CUST00760,2024-04-09,Egypt,4143.46,62.849773,44.96,Completed,Mobile App
REM0000458,CUST00995,2026-07-08,Philippines,2161.41,18.849819,53.96,Pending,Branch
REM0000459,CUST00627,2025-12-06,Nepal,7829.32,23.308286,15.11,Completed,Partner
REM0000460,CUST00290,2024-06-15,Egypt,515.77,2.883041,31.56,Pending,Branch
REM0000461,CUST00575,2026-03-29,Philippines,5376.76,62.877559,42.44,Completed,Branch
REM0000462,CUST00649,2025-09-30,India,7159.0,29.803982,14.23,Completed,Partner
REM0000463,CUST00656,2024-09-24,Pakistan,6846.77,84.09761,57.67,Completed,Mobile App
REM0000464,CUST00986,2025-02-25,Jordan,1098.63,77.396996,5.39,Completed,Partner
REM0000465,CUST00764,2025-10-15,India,7813.96,39.587988,5.36,Completed,Branch
REM0000466,CUST00022,2024-02-14,Nepal,2834.51,82.919493,37.09,Completed,Mobile App
REM0000467,CUST00878,2026-02-25,Sri Lanka,7455.37,77.424233,23.15,Completed,Branch
REM0000468,CUST00980,2024-06-27,Bangladesh,6974.22,31.207663,41.65,Completed,Mobile App
REM0000469,CUST00639,2026-10-04,Philippines,2805.91,56.461353,64.85,Completed,Branch
REM0000470,CUST00975,2026-09-24,Egypt,3322.02,37.942478,28.6,Completed,Branch
REM0000471,CUST00105,2024-03-27,Philippines,6385.53,73.037821,48.0,Completed,Partner
REM0000472,CUST00561,2025-08-17,Sri Lanka,5547.14,29.43266,20.27,Completed,Partner
REM0000473,CUST00370,2026-09-25,India,3539.83,82.867754,16.91,Completed,Mobile App
REM0000474,CUST00422,2024-01-11,Philippines,4734.85,4.61477,31.86,Completed,Partner
REM0000475,CUST00915,2025-11-29,Pakistan,1267.21,53.765477,34.52,Completed,Mobile App
REM0000476,CUST00521,2026-06-23,Sri Lanka,4167.18,51.185764,57.82,Completed,Partner
REM0000477,CUST00689,2024-04-04,Bangladesh,1684.15,52.06895,35.7,Completed,Branch
REM0000478,CUST00466,2024-11-18,Sri Lanka,7266.36,10.85379,12.32,Completed,Partner
REM0000479,CUST00262,2026-05-18,Pakistan,460.62,58.704823,10.66,Completed,Branch
REM0000480,CUST00133,2024-10-12,Philippines,1745.08,39.596742,43.69,Completed,Branch
REM0000481,CUST00724,2026-10-23,Sri Lanka,6835.68,56.323286,49.43,Completed,Mobile App
REM0000482,CUST00072,2025-04-04,Nepal,5739.44,3.655906,55.34,Completed,Branch
REM0000483,CUST00004,2026-08-22,India,3870.95,7.359941,22.73,Completed,Partner
REM0000484,CUST00528,2024-07-02,India,2152.6,81.65769,73.09,Pending,Branch
REM0000485,CUST00206,2025-05-08,Bangladesh,1333.97,46.093436,43.91,Completed,Partner
REM0000486,CUST00483,2025-10-21,Pakistan,442.64,50.099221,59.99,Completed,Partner
REM0000487,CUST00465,2024-04-05,Philippines,6462.51,64.559534,49.68,Completed,Partner
REM0000488,CUST00060,2025-12-10,Egypt,3613.84,68.221366,17.65,Completed,Partner
REM0000489,CUST00909,2024-02-04,Sri Lanka,3834.63,22.957416,27.87,Completed,Branch
REM0000490,CUST00594,2024-09-28,Sri Lanka,3783.83,51.587886,21.38,Completed,Partner
REM0000491,CUST00328,2026-03-18,Sri Lanka,2854.33,38.705019,51.8,Failed,Partner
REM0000492,CUST00345,2025-02-18,Egypt,551.12,7.255618,31.57,Failed,Partner
REM0000493,CUST00694,2025-02-04,India,995.2,53.946539,71.69,Completed,Partner
REM0000494,CUST00960,2025-12-12,India,553.9,50.448797,66.76,Completed,Mobile App
REM0000495,CUST00635,2024-12-19,Egypt,2547.82,58.56887,48.6,Completed,Mobile App
REM0000496,CUST00375,2024-11-20,Nepal,6822.16,73.639725,60.57,Completed,Mobile App
REM0000497,CUST00087,2026-04-09,Philippines,1111.12,46.874379,42.08,Completed,Mobile App
REM0000498,CUST00046,2025-07-12,Philippines,7945.27,15.348101,53.12,Completed,Partner
REM0000499,CUST00380,2024-11-11,Philippines,742.32,83.316607,39.95,Completed,Mobile App
REM0000500,CUST00807,2025-03-15,Pakistan,7203.78,19.285437,22.01,Completed,Branch
REM0000501,CUST00242,2024-12-03,Egypt,495.63,4.483975,58.08,Completed,Branch
REM0000502,CUST00174,2024-06-10,Jordan,5084.41,34.951895,56.35,Completed,Partner
REM0000503,CUST00570,2026-09-30,India,3215.89,7.169306,29.5,Completed,Partner
REM0000504,CUST00037,2024-09-26,Philippines,5118.24,49.928043,37.53,Completed,Partner
REM0000505,CUST00927,2024-06-13,Egypt,5926.67,23.694285,61.57,Completed,Mobile App
REM0000506,CUST00997,2025-12-19,Philippines,1874.42,11.92742,43.34,Completed,Partner
REM0000507,CUST00402,2026-03-13,India,3816.31,15.63513,50.75,Completed,Branch
REM0000508,CUST00022,2026-06-24,Pakistan,7990.17,1.716904,32.38,Completed,Branch
REM0000509,CUST00839,2024-07-01,Philippines,3575.08,31.710081,48.89,Completed,Partner
REM0000510,CUST00008,2026-07-28,Bangladesh,237.71,21.957144,59.71,Completed,Partner
REM0000511,CUST00343,2024-03-06,Sri Lanka,1473.95,43.767576,49.6,Completed,Partner
REM0000512,CUST00374,2025-10-28,Egypt,4617.09,61.129545,28.43,Completed,Branch
REM0000513,CUST00690,2025-10-04,India,5781.6,2.72394,8.12,Completed,Mobile App
REM0000514,CUST00099,2026-03-10,Nepal,1660.97,38.947891,70.22,Completed,Partner
REM0000515,CUST00856,2026-02-14,Nepal,2611.27,35.002348,60.58,Completed,Mobile App
REM0000516,CUST00166,2024-06-12,Bangladesh,4719.92,1.703774,28.92,Failed,Partner
REM0000517,CUST00451,2024-01-02,Nepal,586.5,49.781936,69.24,Completed,Mobile App
REM0000518,CUST00264,2024-12-24,Bangladesh,5171.89,21.114495,43.49,Completed,Branch
REM0000519,CUST00977,2024-03-24,India,4242.99,18.897787,24.94,Completed,Mobile App
REM0000520,CUST00801,2026-06-08,Egypt,365.95,55.12963,51.14,Completed,Mobile App
REM0000521,CUST00255,2025-12-08,Philippines,3407.49,52.650582,21.06,Completed,Mobile App
REM0000522,CUST00796,2025-12-14,Bangladesh,447.89,43.72252,68.14,Completed,Partner
REM0000523,CUST00969,2026-08-12,Sri Lanka,1509.03,35.064812,27.88,Completed,Partner
REM0000524,CUST00906,2024-04-26,Nepal,4701.45,45.205971,14.07,Completed,Partner
REM0000525,CUST00239,2026-07-05,Pakistan,898.82,26.39074,72.46,Completed,Partner
REM0000526,CUST00523,2025-01-18,Philippines,7767.34,19.615448,30.46,Completed,Branch
REM0000527,CUST00458,2025-03-05,Egypt,4779.2,46.816908,31.52,Completed,Partner
REM0000528,CUST00828,2025-07-17,Nepal,5852.62,39.616242,9.27,Completed,Partner
REM0000529,CUST00039,2024-02-25,Sri Lanka,5064.11,77.299761,40.59,Completed,Branch
REM0000530,CUST00202,2025-06-18,Jordan,543.39,46.535985,25.02,Completed,Mobile App
REM0000531,CUST00446,2025-12-10,Bangladesh,2861.03,50.242705,41.13,Completed,Partner
REM0000532,CUST00129,2025-04-08,India,7177.87,39.862214,35.6,Failed,Branch
REM0000533,CUST00545,2026-01-19,Nepal,1359.54,80.845463,26.68,Completed,Mobile App
REM0000534,CUST00863,2024-07-30,Nepal,7284.69,49.676521,18.52,Completed,Partner
REM0000535,CUST00304,2026-10-24,Philippines,5412.39,79.979331,43.23,Completed,Branch
REM0000536,CUST00005,2024-01-01,India,5519.72,27.816551,67.2,Completed,Mobile App
REM0000537,CUST00314,2025-09-19,Sri Lanka,2413.22,19.178077,68.85,Completed,Branch
REM0000538,CUST00557,2026-03-16,Pakistan,5955.49,32.426747,28.76,Completed,Partner
REM0000539,CUST00261,2024-11-19,Jordan,498.66,84.723362,64.91,Pending,Partner
REM0000540,CUST00465,2025-04-28,Pakistan,281.29,10.434594,32.53,Completed,Partner
REM0000541,CUST00053,2024-10-13,Pakistan,449.16,38.807959,36.16,Completed,Mobile App
REM0000542,CUST00987,2024-08-08,Nepal,4509.95,67.527575,60.06,Completed,Mobile App
REM0000543,CUST00171,2025-03-28,Pakistan,4821.53,10.404568,53.22,Completed,Partner
REM0000544,CUST00345,2024-02-18,Sri Lanka,3316.93,3.944104,32.78,Completed,Partner
REM0000545,CUST00723,2026-05-01,Bangladesh,6133.38,76.378973,40.43,Completed,Branch
REM0000546,CUST00512,2026-06-11,Sri Lanka,5081.85,62.21908,26.17,Completed,Branch
REM0000547,CUST00245,2024-04-29,Bangladesh,7267.02,5.352983,63.49,Completed,Branch
