employment_id,customer_id,employment_status,employer_name,job_title,industry,monthly_income,salary_transfer_bank,length_of_employment_months,source_of_funds,source_of_wealth,monthly_liabilities
EMP000931,CUST00931,Employed,Al Noor Group,Sales Executive,Hospitality,5512.57,ADCB,113,Salary,Employment Income,851.66
EMP000932,CUST00932,Unemployed,,Unemployed,,2046.56,,0,Business Income,Investments,453.44
EMP000933,CUST00933,Employed,Al Noor Trading,Software Developer,Retail,44426.99,ADCB,121,Salary,Employment Income,12132.21
EMP000934,CUST00934,Employed,Prime Services,Accountant,Real Estate,24745.24,ADCB,143,Salary,Employment Income,9234.67
EMP000935,CUST00935,Employed,Al Noor Services,Nurse,Construction,28363.4,Mashreq,174,Salary,Employment Income,6148.0
EMP000936,CUST00936,Employed,Global Trading,Nurse,Technology,23919.55,FAB,72,Salary,Employment Income,1228.53
EMP000937,CUST00937,Employed,Emirates Group,Teacher,Education,32445.44,ADCB,86,Salary,Employment Income,6206.45
EMP000938,CUST00938,Employed,Emirates LLC,Engineer,Retail,26836.45,ADCB,139,Salary,Employment Income,4088.06
EMP000939,CUST00939,Employed,Al Noor Trading,Accountant,Real Estate,32205.17,ADIB,93,Salary,Employment Income,5129.26
EMP000940,CUST00940,Employed,Al Noor Services,Technician,Hospitality,43677.42,Emirates NBD,97,Salary,Employment Income,9206.56
EMP000941,CUST00941,Employed,Metro Group,Business Owner,Construction,30183.12,ADIB,6,Salary,Employment Income,6804.5
EMP000942,CUST00942,Employed,Emirates Services,Nurse,Banking,10203.18,ADIB,172,Salary,Employment Income,1262.46
EMP000943,CUST00943,Employed,Gulf Services,Engineer,Technology,24037.23,Mashreq,43,Salary,Employment Income,5541.08
EMP000944,CUST00944,Employed,Emirates LLC,Technician,Technology,40014.48,Mashreq,77,Salary,Employment Income,8953.92
EMP000945,CUST00945,Employed,Metro Trading,Software Developer,Education,41372.36,Mashreq,140,Salary,Employment Income,18113.34
EMP000946,CUST00946,Employed,Al Noor Holdings,Engineer,Real Estate,22769.98,FAB,71,Salary,Employment Income,6667.93
EMP000947,CUST00947,Employed,Prime LLC,Driver,Logistics,6989.87,ADCB,106,Salary,Employment Income,1492.67
EMP000948,CUST00948,Employed,Gulf Group,Teacher,Technology,37414.32,ADIB,111,Salary,Employment Income,15303.42
EMP000949,CUST00949,Employed,Emirates Trading,Teacher,Retail,12578.73,Mashreq,34,Salary,Employment Income,5167.05
EMP000950,CUST00950,Employed,Gulf LLC,Technician,Real Estate,12462.12,Emirates NBD,90,Salary,Employment Income,1836.05
EMP000951,CUST00951,Employed,Global Holdings,Teacher,Healthcare,12502.25,ADCB,29,Salary,Employment Income,3896.63
EMP000952,CUST00952,Self-Employed,Self-Employed,Business Owner,Retail,48879.05,Dubai Islamic Bank,10,Business Income,Business Ownership,7206.24
EMP000953,CUST00953,Employed,Gulf Services,Teacher,Technology,26162.59,ADCB,140,Salary,Employment Income,1918.46
EMP000954,CUST00954,Employed,Metro Holdings,Software Developer,Hospitality,28476.65,ADCB,21,Salary,Employment Income,2680.78
EMP000955,CUST00955,Employed,Emirates Holdings,Technician,Government,40297.13,Emirates NBD,95,Salary,Employment Income,9827.46
EMP000956,CUST00956,Employed,Al Noor Holdings,Sales Executive,Banking,7550.05,ADIB,99,Salary,Employment Income,2717.72
EMP000957,CUST00957,Employed,Emirates Services,Manager,Hospitality,21229.8,Emirates NBD,77,Salary,Employment Income,4434.29
EMP000958,CUST00958,Unemployed,,Unemployed,,1231.19,,0,Business Income,Business Ownership,114.85
EMP000959,CUST00959,Unemployed,,Unemployed,,1656.58,,0,Business Income,Business Ownership,463.73
EMP000960,CUST00960,Unemployed,,Unemployed,,314.3,,0,Business Income,Investments,90.68
EMP000961,CUST00961,Employed,Emirates Group,Accountant,Technology,36475.05,ADCB,19,Salary,Employment Income,2704.19
EMP000962,CUST00962,Employed,Prime Holdings,Software Developer,Logistics,7172.85,ADIB,7,Salary,Employment Income,1491.05
EMP000963,CUST00963,Employed,Gulf Trading,Software Developer,Real Estate,40255.27,Mashreq,167,Salary,Employment Income,7709.98
EMP000964,CUST00964,Student,,Student,Education,3113.26,,0,Family Support,Family Support,246.36
EMP000965,CUST00965,Student,,Student,Education,1248.09,,0,Family Support,Family Support,133.15
EMP000966,CUST00966,Employed,Prime Holdings,Engineer,Retail,7810.66,FAB,13,Salary,Employment Income,1773.1
EMP000967,CUST00967,Employed,Gulf Holdings,Technician,Retail,44411.18,FAB,53,Salary,Employment Income,12498.44
EMP000968,CUST00968,Employed,Emirates Trading,Accountant,Hospitality,4410.48,ADIB,173,Salary,Employment Income,910.59
EMP000969,CUST00969,Employed,Gulf Services,Nurse,Logistics,5622.08,FAB,134,Salary,Employment Income,2137.12
EMP000970,CUST00970,Student,,Student,Education,3244.42,,0,Family Support,Family Support,339.65
EMP000971,CUST00971,Employed,Emirates Trading,Teacher,Construction,25715.65,Mashreq,61,Salary,Employment Income,6767.84
EMP000972,CUST00972,Student,,Student,Education,5696.43,,0,Family Support,Family Support,173.94
EMP000973,CUST00973,Self-Employed,Self-Employed,Business Owner,Construction,20054.42,Dubai Islamic Bank,122,Business Income,Business Ownership,8057.45
EMP000974,CUST00974,Employed,Al Noor Trading,Sales Executive,Education,35605.04,Dubai Islamic Bank,174,Salary,Employment Income,13935.69
EMP000975,CUST00975,Employed,Al Noor LLC,Driver,Education,32041.34,ADCB,167,Salary,Employment Income,2695.54
EMP000976,CUST00976,Employed,Al Noor Holdings,Nurse,Logistics,36283.88,Dubai Islamic Bank,16,Salary,Employment Income,2647.72
EMP000977,CUST00977,Self-Employed,Self-Employed,Business Owner,Real Estate,59362.79,ADCB,194,Business Income,Business Ownership,32177.61
EMP000978,CUST00978,Self-Employed,Self-Employed,Business Owner,Technology,20651.16,Dubai Islamic Bank,219,Business Income,Business Ownership,6927.6
EMP000979,CUST00979,Employed,Global Group,Accountant,Education,18365.84,FAB,142,Salary,Employment Income,2710.86
EMP000980,CUST00980,Employed,Global LLC,Technician,Banking,5586.39,Dubai Islamic Bank,151,Salary,Employment Income,400.46
EMP000981,CUST00981,Employed,Emirates Trading,Sales Executive,Healthcare,22195.83,FAB,153,Salary,Employment Income,7383.34
EMP000982,CUST00982,Employed,Emirates Trading,Driver,Technology,11910.79,Dubai Islamic Bank,110,Salary,Employment Income,1856.38
EMP000983,CUST00983,Employed,Prime Trading,Sales Executive,Real Estate,7419.24,ADIB,54,Salary,Employment Income,3305.97
EMP000984,CUST00984,Student,,Student,Education,2634.38,,0,Family Support,Family Support,3.76
EMP000985,CUST00985,Student,,Student,Education,1831.91,,0,Family Support,Family Support,63.81
EMP000986,CUST00986,Unemployed,,Unemployed,,163.68,,0,Business Income,Savings,48.6
EMP000987,CUST00987,Self-Employed,Self-Employed,Business Owner,Technology,15218.53,Mashreq,220,Business Income,Business Ownership,7937.91
EMP000988,CUST00988,Employed,Al Noor Trading,Business Owner,Construction,19544.75,ADCB,29,Salary,Employment Income,1038.23
EMP000989,CUST00989,Employed,Gulf Holdings,Software Developer,Education,32335.01,FAB,122,Salary,Employment Income,13532.08
EMP000990,CUST00990,Employed,Gulf Holdings,Software Developer,Hospitality,17712.41,Emirates NBD,144,Salary,Employment Income,1407.09
EMP000991,CUST00991,Student,,Student,Education,1058.07,,0,Family Support,Family Support,178.07
EMP000992,CUST00992,Self-Employed,Self-Employed,Business Owner,Logistics,27961.02,ADCB,169,Business Income,Business Ownership,7302.02
EMP000993,CUST00993,Self-Employed,Self-Employed,Business Owner,Hospitality,69857.91,Dubai Islamic Bank,100,Business Income,Business Ownership,9721.62
EMP000994,CUST00994,Self-Employed,Self-Employed,Business Owner,Construction,22033.76,FAB,34,Business Income,Business Ownership,4581.12
EMP000995,CUST00995,Student,,Student,Education,1750.36,,0,Family Support,Family Support,65.02
EMP000996,CUST00996,Student,,Student,Education,3636.28,,0,Family Support,Family Support,550.6
EMP000997,CUST00997,Employed,Prime LLC,Driver,Technology,8010.4,Emirates NBD,46,Salary,Employment Income,1345.28
EMP000998,CUST00998,Employed,Prime LLC,Technician,Education,11924.05,Emirates NBD,173,Salary,Employment Income,2031.93
EMP000999,CUST00999,Employed,Prime Group,Teacher,Construction,23303.57,ADCB,129,Salary,Employment Income,9216.5
EMP001000,CUST01000,Employed,Prime Group,Engineer,Technology,29343.62,Emirates NBD,83,Salary,Employment Income,7651.92
