document_verification_id,document_id,customer_id,verification_date,verification_provider,document_authenticity_status,name_match_status,date_of_birth_match_status,expiry_check_status,verification_score,verification_status
DV000251,DOC000251,CUST00126,2026-07-23,Internal KYC Engine,Authentic,Matched,Matched,Valid,99.86,Verified
DV000252,DOC000252,CUST00126,2024-04-12,Onfido,Authentic,Matched,Matched,Valid,89.6,Verified
DV000253,DOC000253,CUST00127,2026-08-08,Manual Review,Authentic,Matched,Matched,Valid,82.81,Verified
DV000254,DOC000254,CUST00127,2026-06-10,Manual Review,Authentic,Matched,Matched,Valid,86.12,Verified
DV000255,DOC000255,CUST00128,2026-07-06,Manual Review,Authentic,Matched,Matched,Valid,88.02,Verified
DV000256,DOC000256,CUST00128,2024-07-01,Manual Review,Authentic,Matched,Matched,Valid,98.47,Verified
DV000257,DOC000257,CUST00129,2026-02-28,Internal KYC Engine,Authentic,Matched,Matched,Expired,96.32,Verified
DV000258,DOC000258,CUST00129,2024-03-10,Internal KYC Engine,Authentic,Matched,Matched,Valid,88.53,Verified
DV000259,DOC000259,CUST00130,2024-03-08,Onfido,Authentic,Matched,Matched,Expired,97.16,Verified
DV000260,DOC000260,CUST00130,2025-12-23,Internal KYC Engine,Authentic,Matched,Matched,Valid,88.13,Verified
DV000261,DOC000261,CUST00131,2026-08-21,Persona,Authentic,Matched,Matched,Valid,93.98,Verified
DV000262,DOC000262,CUST00131,2026-03-01,Internal KYC Engine,Authentic,Matched,Matched,Valid,80.75,Verified
DV000263,DOC000263,CUST00132,2025-01-16,Manual Review,Authentic,Matched,Matched,Valid,91.3,Verified
DV000264,DOC000264,CUST00132,2024-08-13,Internal KYC Engine,Authentic,Matched,Matched,Valid,88.83,Verified
DV000265,DOC000265,CUST00133,2025-02-25,Onfido,Under Review,Matched,Review Required,Review Required,56.46,Pending
DV000266,DOC000266,CUST00133,2026-08-12,Onfido,Authentic,Matched,Matched,Valid,93.89,Verified
DV000267,DOC000267,CUST00134,2025-12-17,Onfido,Authentic,Matched,Matched,Expired,83.58,Verified
DV000268,DOC000268,CUST00134,2024-11-25,Manual Review,Authentic,Matched,Matched,Valid,83.23,Verified
DV000269,DOC000269,CUST00135,2025-02-26,Manual Review,Authentic,Matched,Matched,Valid,88.27,Verified
DV000270,DOC000270,CUST00135,2024-06-09,Internal KYC Engine,Authentic,Matched,Matched,Valid,85.99,Verified
DV000271,DOC000271,CUST00136,2026-12-10,Internal KYC Engine,Authentic,Matched,Matched,Expired,92.28,Verified
DV000272,DOC000272,CUST00136,2025-12-15,Internal KYC Engine,Authentic,Matched,Matched,Valid,92.23,Verified
DV000273,DOC000273,CUST00137,2026-06-09,Persona,Authentic,Matched,Matched,Valid,88.28,Verified
DV000274,DOC000274,CUST00137,2025-11-07,Internal KYC Engine,Authentic,Matched,Matched,Valid,85.97,Verified
DV000275,DOC000275,CUST00138,2025-08-21,Persona,Authentic,Matched,Matched,Expired,97.49,Verified
DV000276,DOC000276,CUST00138,2025-06-11,Onfido,Authentic,Matched,Matched,Valid,86.15,Verified
DV000277,DOC000277,CUST00139,2025-09-17,Onfido,Authentic,Matched,Matched,Expired,95.83,Verified
DV000278,DOC000278,CUST00139,2025-05-15,Persona,Authentic,Matched,Matched,Expired,87.91,Verified
DV000279,DOC000279,CUST00140,2025-06-13,Internal KYC Engine,Authentic,Matched,Matched,Expired,96.68,Verified
DV000280,DOC000280,CUST00140,2025-08-06,Persona,Authentic,Matched,Matched,Valid,91.57,Verified
DV000281,DOC000281,CUST00141,2025-07-06,Manual Review,Authentic,Matched,Matched,Expired,91.5,Verified
DV000282,DOC000282,CUST00141,2026-12-12,Persona,Authentic,Matched,Matched,Valid,85.28,Verified
DV000283,DOC000283,CUST00142,2024-04-07,Internal KYC Engine,Authentic,Matched,Matched,Valid,82.92,Verified
DV000284,DOC000284,CUST00142,2024-09-19,Manual Review,Authentic,Matched,Matched,Expired,90.01,Verified
DV000285,DOC000285,CUST00143,2025-03-23,Internal KYC Engine,Authentic,Matched,Matched,Valid,94.47,Verified
DV000286,DOC000286,CUST00143,2024-11-18,Onfido,Authentic,Matched,Matched,Valid,82.0,Verified
DV000287,DOC000287,CUST00144,2026-07-01,Persona,Authentic,Matched,Matched,Expired,99.35,Verified
DV000288,DOC000288,CUST00144,2024-12-20,Onfido,Authentic,Matched,Matched,Valid,81.22,Verified
DV000289,DOC000289,CUST00145,2024-03-29,Manual Review,Authentic,Matched,Matched,Expired,97.21,Verified
DV000290,DOC000290,CUST00145,2026-11-28,Internal KYC Engine,Authentic,Matched,Matched,Valid,86.54,Verified
DV000291,DOC000291,CUST00146,2026-04-25,Internal KYC Engine,Authentic,Matched,Matched,Valid,83.85,Verified
DV000292,DOC000292,CUST00146,2024-09-27,Persona,Authentic,Matched,Matched,Valid,86.73,Verified
DV000293,DOC000293,CUST00147,2024-01-21,Onfido,Authentic,Matched,Matched,Valid,80.75,Verified
DV000294,DOC000294,CUST00147,2026-06-05,Internal KYC Engine,Authentic,Matched,Matched,Valid,86.04,Verified
DV000295,DOC000295,CUST00148,2025-04-02,Onfido,Under Review,Review Required,Matched,Review Required,54.3,Pending
DV000296,DOC000296,CUST00148,2024-10-16,Internal KYC Engine,Authentic,Matched,Matched,Valid,96.46,Verified
DV000297,DOC000297,CUST00149,2024-08-23,Persona,Authentic,Matched,Matched,Expired,82.13,Verified
DV000298,DOC000298,CUST00149,2026-08-03,Internal KYC Engine,Authentic,Matched,Matched,Valid,94.68,Verified
DV000299,DOC000299,CUST00150,2025-12-30,Manual Review,Authentic,Matched,Matched,Expired,97.17,Verified
DV000300,DOC000300,CUST00150,2025-11-21,Manual Review,Authentic,Matched,Matched,Valid,83.81,Verified
DV000301,DOC000301,CUST00151,2026-05-31,Onfido,Authentic,Matched,Matched,Expired,99.28,Verified
DV000302,DOC000302,CUST00151,2025-03-23,Onfido,Authentic,Matched,Matched,Valid,98.45,Verified
DV000303,DOC000303,CUST00152,2026-01-08,Internal KYC Engine,Authentic,Matched,Matched,Expired,85.22,Verified
DV000304,DOC000304,CUST00152,2025-11-01,Manual Review,Authentic,Matched,Matched,Valid,83.78,Verified
DV000305,DOC000305,CUST00153,2024-06-22,Onfido,Authentic,Matched,Matched,Valid,87.76,Verified
DV000306,DOC000306,CUST00153,2026-01-29,Onfido,Authentic,Matched,Matched,Expired,84.46,Verified
DV000307,DOC000307,CUST00154,2025-08-30,Persona,Authentic,Matched,Matched,Expired,97.7,Verified
DV000308,DOC000308,CUST00154,2026-04-14,Persona,Authentic,Matched,Matched,Valid,83.81,Verified
DV000309,DOC000309,CUST00155,2024-10-04,Onfido,Authentic,Matched,Matched,Expired,98.66,Verified
DV000310,DOC000310,CUST00155,2025-08-22,Persona,Under Review,Matched,Matched,Review Required,58.99,Pending
DV000311,DOC000311,CUST00156,2025-03-01,Onfido,Authentic,Matched,Matched,Valid,85.3,Verified
DV000312,DOC000312,CUST00156,2025-04-20,Manual Review,Authentic,Matched,Matched,Valid,80.37,Verified
DV000313,DOC000313,CUST00157,2024-02-27,Onfido,Under Review,Review Required,Review Required,Review Required,72.66,Pending
DV000314,DOC000314,CUST00157,2025-10-04,Persona,Authentic,Matched,Matched,Valid,91.04,Verified
DV000315,DOC000315,CUST00158,2025-07-28,Manual Review,Authentic,Matched,Matched,Valid,91.38,Verified
DV000316,DOC000316,CUST00158,2025-08-08,Onfido,Suspicious,Mismatch,Mismatch,Review Required,27.09,Rejected
DV000317,DOC000317,CUST00159,2025-01-20,Onfido,Authentic,Matched,Matched,Valid,89.32,Verified
DV000318,DOC000318,CUST00159,2025-10-14,Onfido,Authentic,Matched,Matched,Valid,86.04,Verified
DV000319,DOC000319,CUST00160,2026-01-20,Onfido,Authentic,Matched,Matched,Valid,83.1,Verified
DV000320,DOC000320,CUST00160,2025-07-28,Manual Review,Authentic,Matched,Matched,Valid,83.27,Verified
DV000321,DOC000321,CUST00161,2025-01-06,Manual Review,Authentic,Matched,Matched,Expired,87.82,Verified
DV000322,DOC000322,CUST00161,2024-11-22,Persona,Authentic,Matched,Matched,Valid,95.03,Verified
DV000323,DOC000323,CUST00162,2026-12-01,Persona,Authentic,Matched,Matched,Expired,84.02,Verified
DV000324,DOC000324,CUST00162,2025-04-23,Onfido,Authentic,Matched,Matched,Valid,92.47,Verified
DV000325,DOC000325,CUST00163,2024-10-02,Internal KYC Engine,Authentic,Matched,Matched,Expired,82.73,Verified
DV000326,DOC000326,CUST00163,2024-08-08,Persona,Authentic,Matched,Matched,Valid,88.03,Verified
DV000327,DOC000327,CUST00164,2024-01-21,Persona,Authentic,Matched,Matched,Valid,84.09,Verified
DV000328,DOC000328,CUST00164,2025-02-08,Internal KYC Engine,Authentic,Matched,Matched,Valid,80.44,Verified
DV000329,DOC000329,CUST00165,2026-06-22,Onfido,Authentic,Matched,Matched,Expired,88.17,Verified
DV000330,DOC000330,CUST00165,2024-09-08,Manual Review,Authentic,Matched,Matched,Valid,94.68,Verified
DV000331,DOC000331,CUST00166,2026-01-17,Onfido,Authentic,Matched,Matched,Expired,95.67,Verified
DV000332,DOC000332,CUST00166,2026-09-06,Internal KYC Engine,Under Review,Review Required,Review Required,Review Required,54.12,Pending
DV000333,DOC000333,CUST00167,2026-01-28,Persona,Rejected,Mismatch,Mismatch,Expired,20.84,Rejected
DV000334,DOC000334,CUST00167,2024-12-20,Persona,Authentic,Matched,Matched,Valid,81.12,Verified
DV000335,DOC000335,CUST00168,2025-06-13,Manual Review,Authentic,Matched,Matched,Expired,94.69,Verified
DV000336,DOC000336,CUST00168,2024-02-29,Persona,Authentic,Matched,Matched,Valid,83.41,Verified
DV000337,DOC000337,CUST00169,2024-09-26,Onfido,Authentic,Matched,Matched,Valid,85.42,Verified
DV000338,DOC000338,CUST00169,2025-08-29,Manual Review,Authentic,Matched,Matched,Valid,82.54,Verified
DV000339,DOC000339,CUST00170,2024-02-03,Onfido,Authentic,Matched,Matched,Valid,81.36,Verified
DV000340,DOC000340,CUST00170,2024-09-28,Internal KYC Engine,Under Review,Review Required,Matched,Review Required,77.77,Pending
DV000341,DOC000341,CUST00171,2026-02-03,Onfido,Authentic,Matched,Matched,Valid,81.04,Verified
DV000342,DOC000342,CUST00171,2026-04-27,Internal KYC Engine,Authentic,Matched,Matched,Valid,88.79,Verified
DV000343,DOC000343,CUST00172,2026-08-05,Onfido,Authentic,Matched,Matched,Valid,93.21,Verified
DV000344,DOC000344,CUST00172,2026-09-02,Manual Review,Authentic,Matched,Matched,Valid,96.63,Verified
DV000345,DOC000345,CUST00173,2025-06-17,Manual Review,Authentic,Matched,Matched,Valid,86.42,Verified
DV000346,DOC000346,CUST00173,2025-01-09,Internal KYC Engine,Authentic,Matched,Matched,Valid,82.12,Verified
DV000347,DOC000347,CUST00174,2026-01-06,Persona,Authentic,Matched,Matched,Valid,81.0,Verified
DV000348,DOC000348,CUST00174,2026-06-21,Persona,Authentic,Matched,Matched,Valid,90.74,Verified
DV000349,DOC000349,CUST00175,2026-08-18,Persona,Authentic,Matched,Matched,Expired,95.77,Verified
DV000350,DOC000350,CUST00175,2024-03-23,Internal KYC Engine,Rejected,Mismatch,Mismatch,Expired,22.35,Rejected
DV000351,DOC000351,CUST00176,2026-12-29,Internal KYC Engine,Authentic,Matched,Matched,Expired,87.71,Verified
DV000352,DOC000352,CUST00176,2026-11-04,Persona,Authentic,Matched,Matched,Valid,94.25,Verified
DV000353,DOC000353,CUST00177,2026-09-21,Persona,Authentic,Matched,Matched,Valid,98.94,Verified
DV000354,DOC000354,CUST00177,2026-07-13,Onfido,Authentic,Matched,Matched,Valid,92.54,Verified
DV000355,DOC000355,CUST00178,2024-07-23,Persona,Authentic,Matched,Matched,Expired,95.89,Verified
DV000356,DOC000356,CUST00178,2024-04-06,Onfido,Authentic,Matched,Matched,Valid,81.69,Verified
DV000357,DOC000357,CUST00179,2026-11-17,Onfido,Authentic,Matched,Matched,Expired,90.62,Verified
DV000358,DOC000358,CUST00179,2025-12-10,Manual Review,Authentic,Matched,Matched,Valid,84.71,Verified
DV000359,DOC000359,CUST00180,2024-04-12,Onfido,Authentic,Matched,Matched,Expired,96.15,Verified
DV000360,DOC000360,CUST00180,2024-04-11,Manual Review,Authentic,Matched,Matched,Valid,89.09,Verified
DV000361,DOC000361,CUST00181,2024-03-14,Persona,Authentic,Matched,Matched,Expired,85.83,Verified
DV000362,DOC000362,CUST00181,2025-12-22,Onfido,Authentic,Matched,Matched,Valid,91.97,Verified
DV000363,DOC000363,CUST00182,2025-05-30,Internal KYC Engine,Authentic,Matched,Matched,Valid,91.76,Verified
DV000364,DOC000364,CUST00182,2025-10-13,Onfido,Authentic,Matched,Matched,Valid,83.56,Verified
DV000365,DOC000365,CUST00183,2024-12-19,Persona,Authentic,Matched,Matched,Expired,89.88,Verified
DV000366,DOC000366,CUST00183,2026-10-05,Manual Review,Authentic,Matched,Matched,Valid,82.84,Verified
DV000367,DOC000367,CUST00184,2025-05-26,Persona,Authentic,Matched,Matched,Expired,94.97,Verified
DV000368,DOC000368,CUST00184,2025-01-07,Persona,Authentic,Matched,Matched,Valid,91.15,Verified
DV000369,DOC000369,CUST00185,2025-08-15,Persona,Authentic,Matched,Matched,Expired,80.43,Verified
DV000370,DOC000370,CUST00185,2026-02-08,Persona,Authentic,Matched,Matched,Valid,82.89,Verified
DV000371,DOC000371,CUST00186,2025-10-18,Internal KYC Engine,Authentic,Matched,Matched,Expired,87.54,Verified
DV000372,DOC000372,CUST00186,2026-02-22,Persona,Authentic,Matched,Matched,Valid,91.82,Verified
DV000373,DOC000373,CUST00187,2025-02-04,Persona,Under Review,Matched,Matched,Review Required,70.08,Pending
DV000374,DOC000374,CUST00187,2025-08-25,Internal KYC Engine,Authentic,Matched,Matched,Valid,99.52,Verified
DV000375,DOC000375,CUST00188,2024-02-07,Internal KYC Engine,Authentic,Matched,Matched,Valid,88.86,Verified
DV000376,DOC000376,CUST00188,2026-11-28,Manual Review,Authentic,Matched,Matched,Valid,90.04,Verified
DV000377,DOC000377,CUST00189,2025-11-08,Onfido,Authentic,Matched,Matched,Expired,90.17,Verified
DV000378,DOC000378,CUST00189,2024-02-12,Persona,Authentic,Matched,Matched,Valid,85.42,Verified
DV000379,DOC000379,CUST00190,2026-02-05,Manual Review,Authentic,Matched,Matched,Expired,80.21,Verified
DV000380,DOC000380,CUST00190,2025-12-16,Onfido,Authentic,Matched,Matched,Valid,95.32,Verified
DV000381,DOC000381,CUST00191,2025-10-03,Persona,Authentic,Matched,Matched,Expired,92.24,Verified
DV000382,DOC000382,CUST00191,2026-07-06,Manual Review,Authentic,Matched,Matched,Valid,95.76,Verified
DV000383,DOC000383,CUST00192,2025-01-07,Manual Review,Authentic,Matched,Matched,Expired,85.15,Verified
DV000384,DOC000384,CUST00192,2025-03-04,Persona,Authentic,Matched,Matched,Valid,88.54,Verified
DV000385,DOC000385,CUST00193,2025-10-10,Manual Review,Authentic,Matched,Matched,Expired,98.95,Verified
DV000386,DOC000386,CUST00193,2025-01-13,Manual Review,Authentic,Matched,Matched,Valid,84.66,Verified
DV000387,DOC000387,CUST00194,2026-08-29,Internal KYC Engine,Authentic,Matched,Matched,Expired,98.43,Verified
DV000388,DOC000388,CUST00194,2024-11-23,Internal KYC Engine,Authentic,Matched,Matched,Valid,95.9,Verified
DV000389,DOC000389,CUST00195,2024-02-05,Manual Review,Authentic,Matched,Matched,Valid,91.34,Verified
DV000390,DOC000390,CUST00195,2026-03-28,Internal KYC Engine,Authentic,Matched,Matched,Valid,81.61,Verified
DV000391,DOC000391,CUST00196,2024-10-17,Persona,Authentic,Matched,Matched,Valid,90.85,Verified
DV000392,DOC000392,CUST00196,2026-01-25,Persona,Authentic,Matched,Matched,Valid,80.56,Verified
DV000393,DOC000393,CUST00197,2025-10-22,Manual Review,Under Review,Matched,Review Required,Review Required,53.39,Pending
DV000394,DOC000394,CUST00197,2024-11-06,Internal KYC Engine,Authentic,Matched,Matched,Valid,84.37,Verified
DV000395,DOC000395,CUST00198,2025-05-15,Manual Review,Under Review,Review Required,Review Required,Review Required,56.75,Pending
DV000396,DOC000396,CUST00198,2024-11-11,Manual Review,Authentic,Matched,Matched,Valid,93.37,Verified
DV000397,DOC000397,CUST00199,2025-08-30,Persona,Authentic,Matched,Matched,Expired,83.45,Verified
DV000398,DOC000398,CUST00199,2026-02-11,Onfido,Authentic,Matched,Matched,Valid,80.85,Verified
DV000399,DOC000399,CUST00200,2025-06-14,Onfido,Authentic,Matched,Matched,Expired,86.7,Verified
DV000400,DOC000400,CUST00200,2025-11-26,Onfido,Authentic,Matched,Matched,Valid,92.93,Verified
DV000401,DOC000401,CUST00201,2024-08-07,Persona,Authentic,Matched,Matched,Expired,83.89,Verified
DV000402,DOC000402,CUST00201,2024-03-23,Onfido,Authentic,Matched,Matched,Valid,93.09,Verified
DV000403,DOC000403,CUST00202,2026-12-30,Persona,Authentic,Matched,Matched,Expired,85.45,Verified
DV000404,DOC000404,CUST00202,2024-06-20,Persona,Under Review,Matched,Matched,Review Required,73.75,Pending
DV000405,DOC000405,CUST00203,2024-07-12,Persona,Authentic,Matched,Matched,Valid,97.01,Verified
DV000406,DOC000406,CUST00203,2026-02-01,Internal KYC Engine,Authentic,Matched,Matched,Valid,95.64,Verified
DV000407,DOC000407,CUST00204,2024-08-18,Internal KYC Engine,Authentic,Matched,Matched,Expired,90.23,Verified
DV000408,DOC000408,CUST00204,2026-06-10,Manual Review,Authentic,Matched,Matched,Valid,90.77,Verified
DV000409,DOC000409,CUST00205,2026-04-02,Internal KYC Engine,Authentic,Matched,Matched,Expired,90.72,Verified
DV000410,DOC000410,CUST00205,2024-07-31,Onfido,Authentic,Matched,Matched,Valid,97.87,Verified
DV000411,DOC000411,CUST00206,2025-06-20,Onfido,Authentic,Matched,Matched,Expired,90.62,Verified
DV000412,DOC000412,CUST00206,2025-09-17,Persona,Authentic,Matched,Matched,Valid,87.79,Verified
DV000413,DOC000413,CUST00207,2024-01-02,Onfido,Authentic,Matched,Matched,Expired,96.74,Verified
DV000414,DOC000414,CUST00207,2024-12-29,Manual Review,Authentic,Matched,Matched,Valid,95.89,Verified
DV000415,DOC000415,CUST00208,2026-12-10,Manual Review,Authentic,Matched,Matched,Valid,88.84,Verified
DV000416,DOC000416,CUST00208,2025-10-04,Internal KYC Engine,Authentic,Matched,Matched,Valid,84.89,Verified
DV000417,DOC000417,CUST00209,2026-03-05,Manual Review,Authentic,Matched,Matched,Valid,95.52,Verified
DV000418,DOC000418,CUST00209,2026-03-28,Internal KYC Engine,Authentic,Matched,Matched,Expired,85.64,Verified
DV000419,DOC000419,CUST00210,2024-08-31,Manual Review,Authentic,Matched,Matched,Valid,95.5,Verified
DV000420,DOC000420,CUST00210,2025-03-21,Internal KYC Engine,Authentic,Matched,Matched,Valid,94.48,Verified
DV000421,DOC000421,CUST00211,2024-08-16,Persona,Authentic,Matched,Matched,Expired,93.17,Verified
DV000422,DOC000422,CUST00211,2026-06-12,Persona,Authentic,Matched,Matched,Valid,94.3,Verified
DV000423,DOC000423,CUST00212,2025-01-30,Persona,Authentic,Matched,Matched,Valid,83.58,Verified
DV000424,DOC000424,CUST00212,2024-05-10,Onfido,Authentic,Matched,Matched,Valid,80.34,Verified
DV000425,DOC000425,CUST00213,2025-06-02,Persona,Authentic,Matched,Matched,Valid,85.69,Verified
DV000426,DOC000426,CUST00213,2024-08-18,Internal KYC Engine,Authentic,Matched,Matched,Valid,95.92,Verified
DV000427,DOC000427,CUST00214,2026-11-12,Onfido,Authentic,Matched,Matched,Valid,94.65,Verified
DV000428,DOC000428,CUST00214,2026-07-03,Persona,Authentic,Matched,Matched,Valid,81.8,Verified
DV000429,DOC000429,CUST00215,2026-04-12,Internal KYC Engine,Authentic,Matched,Matched,Expired,96.51,Verified
DV000430,DOC000430,CUST00215,2026-12-14,Onfido,Authentic,Matched,Matched,Valid,91.51,Verified
DV000431,DOC000431,CUST00216,2026-11-18,Persona,Authentic,Matched,Matched,Expired,93.03,Verified
DV000432,DOC000432,CUST00216,2024-02-10,Onfido,Authentic,Matched,Matched,Expired,82.22,Verified
DV000433,DOC000433,CUST00217,2026-06-03,Manual Review,Authentic,Matched,Matched,Expired,84.39,Verified
DV000434,DOC000434,CUST00217,2024-12-10,Onfido,Authentic,Matched,Matched,Valid,88.2,Verified
DV000435,DOC000435,CUST00218,2025-12-13,Persona,Authentic,Matched,Matched,Valid,81.25,Verified
DV000436,DOC000436,CUST00218,2026-03-22,Persona,Under Review,Matched,Review Required,Review Required,55.61,Pending
DV000437,DOC000437,CUST00219,2024-01-08,Internal KYC Engine,Authentic,Matched,Matched,Valid,97.46,Verified
DV000438,DOC000438,CUST00219,2025-10-30,Persona,Authentic,Matched,Matched,Valid,92.64,Verified
DV000439,DOC000439,CUST00220,2025-04-26,Onfido,Under Review,Review Required,Matched,Review Required,75.7,Pending
DV000440,DOC000440,CUST00220,2024-11-27,Manual Review,Authentic,Matched,Matched,Valid,98.71,Verified
DV000441,DOC000441,CUST00221,2024-12-16,Onfido,Authentic,Matched,Matched,Expired,96.85,Verified
DV000442,DOC000442,CUST00221,2026-03-26,Manual Review,Authentic,Matched,Matched,Valid,81.19,Verified
DV000443,DOC000443,CUST00222,2026-07-25,Manual Review,Authentic,Matched,Matched,Expired,83.28,Verified
DV000444,DOC000444,CUST00222,2025-04-10,Persona,Authentic,Matched,Matched,Valid,98.67,Verified
DV000445,DOC000445,CUST00223,2025-02-27,Manual Review,Authentic,Matched,Matched,Valid,96.88,Verified
