application_id,customer_id,product_type,application_date,application_channel,application_status,requested_amount,approved_amount,approved_limit,rejection_reason,decision_date
APP001249,CUST00606,Card,2026-06-12,Web,Approved,124499.11,,42446.95,,2026-06-13
APP001250,CUST00606,Wallet,2025-10-14,Web,Approved,,,,,2025-10-21
APP001251,CUST00606,Wallet,2026-09-17,Agent,Approved,,,,,2026-09-28
APP001252,CUST00607,Account,2026-01-17,Branch,Approved,,,,,2026-01-25
APP001253,CUST00607,Loan,2024-07-31,Agent,Approved,77317.27,73764.3,,,2024-08-13
APP001254,CUST00608,Wallet,2024-02-25,Agent,Approved,,,,,2024-03-06
APP001255,CUST00609,Remittance,2026-11-20,Branch,Approved,,,,,2026-12-02
APP001256,CUST00610,Card,2025-03-07,Mobile App,Pending,53956.73,,,,2025-03-09
APP001257,CUST00610,Account,2024-06-09,Web,Approved,,,,,2024-06-18
APP001258,CUST00611,Card,2025-11-06,Web,Approved,13427.31,,8182.49,,2025-11-16
APP001259,CUST00612,Loan,2026-05-20,Mobile App,Approved,74140.38,56628.54,,,2026-05-29
APP001260,CUST00612,Account,2026-11-10,Web,Approved,,,,,2026-11-24
APP001261,CUST00613,Loan,2024-02-14,Branch,Approved,98560.28,76903.41,,,2024-02-17
APP001262,CUST00613,Remittance,2024-04-23,Branch,Approved,,,,,2024-04-29
APP001263,CUST00613,Account,2025-02-04,Agent,Approved,,,,,2025-02-17
APP001264,CUST00614,Card,2026-05-08,Branch,Approved,11570.19,,6634.86,,2026-05-12
APP001265,CUST00614,Remittance,2025-09-20,Web,Approved,,,,,2025-09-21
APP001266,CUST00614,Account,2026-12-04,Branch,Approved,,,,,2026-12-18
APP001267,CUST00614,Account,2024-06-22,Agent,Pending,,,,,2024-06-30
APP001268,CUST00615,Remittance,2026-06-13,Web,Approved,,,,,2026-06-24
APP001269,CUST00616,Account,2024-01-03,Mobile App,Approved,,,,,2024-01-17
APP001270,CUST00616,Account,2026-05-18,Web,Approved,,,,,2026-05-22
APP001271,CUST00617,Loan,2025-02-21,Web,Approved,103681.58,75850.8,,,2025-02-26
APP001272,CUST00618,Wallet,2024-09-07,Web,Pending,,,,,2024-09-14
APP001273,CUST00618,Account,2026-07-29,Branch,Approved,,,,,2026-08-01
APP001274,CUST00619,Loan,2026-04-14,Web,Pending,92789.36,,,,2026-04-25
APP001275,CUST00619,Remittance,2026-12-31,Agent,Approved,,,,,2027-01-11
APP001276,CUST00620,Card,2024-07-27,Web,Submitted,94869.49,,,,2024-08-03
APP001277,CUST00621,Card,2024-06-11,Web,Rejected,137354.24,,,KYC not approved,2024-06-13
APP001278,CUST00622,Remittance,2024-10-02,Mobile App,Approved,,,,,2024-10-10
APP001279,CUST00622,Wallet,2026-04-04,Agent,Approved,,,,,2026-04-11
APP001280,CUST00622,Loan,2026-01-01,Web,Approved,56827.84,39783.67,,,2026-01-06
APP001281,CUST00623,Account,2024-06-20,Agent,Approved,,,,,2024-06-24
APP001282,CUST00623,Remittance,2026-07-13,Branch,Approved,,,,,2026-07-18
APP001283,CUST00624,Wallet,2024-11-22,Web,Approved,,,,,2024-12-04
APP001284,CUST00624,Remittance,2026-07-01,Mobile App,Approved,,,,,2026-07-06
APP001285,CUST00625,Loan,2024-10-05,Mobile App,Pending,39461.23,,,,2024-10-07
APP001286,CUST00625,Card,2026-02-14,Mobile App,Approved,38535.94,,22945.95,,2026-02-26
APP001287,CUST00626,Account,2024-11-23,Agent,Approved,,,,,2024-11-30
APP001288,CUST00627,Card,2024-02-03,Mobile App,Approved,143125.29,,98048.88,,2024-02-14
APP001289,CUST00627,Card,2026-01-19,Web,Submitted,97341.08,,,,2026-01-23
APP001290,CUST00627,Loan,2026-04-25,Branch,Approved,129112.47,92308.94,,,2026-05-05
APP001291,CUST00628,Loan,2025-02-25,Web,Approved,73750.2,52993.21,,,2025-03-01
APP001292,CUST00628,Remittance,2025-11-10,Branch,Approved,,,,,2025-11-20
APP001293,CUST00629,Remittance,2025-07-09,Branch,Approved,,,,,2025-07-16
APP001294,CUST00629,Loan,2024-11-18,Mobile App,Rejected,103978.2,,,Low credit score,2024-11-23
APP001295,CUST00629,Card,2024-07-08,Branch,Approved,19224.63,,6633.95,,2024-07-18
APP001296,CUST00629,Remittance,2025-09-26,Web,Approved,,,,,2025-10-05
APP001297,CUST00630,Card,2024-12-21,Branch,Approved,8896.4,,2718.31,,2024-12-24
APP001298,CUST00630,Remittance,2025-07-09,Mobile App,Rejected,,,,,2025-07-17
APP001299,CUST00631,Wallet,2026-06-22,Agent,Approved,,,,,2026-06-24
APP001300,CUST00632,Account,2024-03-30,Web,Approved,,,,,2024-04-08
APP001301,CUST00632,Remittance,2024-10-15,Agent,Approved,,,,,2024-10-26
APP001302,CUST00633,Loan,2026-09-13,Web,Rejected,32111.28,,,Insufficient income,2026-09-23
APP001303,CUST00633,Account,2024-07-26,Branch,Approved,,,,,2024-08-07
APP001304,CUST00634,Wallet,2026-01-12,Mobile App,Approved,,,,,2026-01-17
APP001305,CUST00634,Account,2025-09-26,Agent,Approved,,,,,2025-10-01
APP001306,CUST00635,Wallet,2024-05-16,Mobile App,Approved,,,,,2024-05-25
APP001307,CUST00635,Card,2025-07-06,Agent,Approved,9711.99,,3000.94,,2025-07-08
APP001308,CUST00635,Account,2025-03-15,Agent,Approved,,,,,2025-03-20
APP001309,CUST00636,Wallet,2024-03-01,Web,Approved,,,,,2024-03-08
APP001310,CUST00637,Wallet,2026-06-18,Branch,Approved,,,,,2026-06-27
APP001311,CUST00637,Wallet,2024-09-18,Agent,Pending,,,,,2024-09-20
APP001312,CUST00638,Wallet,2025-12-04,Branch,Approved,,,,,2025-12-09
APP001313,CUST00639,Account,2024-02-11,Branch,Approved,,,,,2024-02-19
APP001314,CUST00639,Card,2025-09-25,Agent,Pending,147583.76,,,,2025-09-27
APP001315,CUST00639,Remittance,2026-01-11,Web,Submitted,,,,,2026-01-21
APP001316,CUST00639,Remittance,2026-07-10,Mobile App,Approved,,,,,2026-07-15
APP001317,CUST00640,Loan,2026-09-21,Branch,Submitted,126384.4,,,,2026-10-03
APP001318,CUST00641,Account,2026-10-10,Web,Approved,,,,,2026-10-13
APP001319,CUST00642,Card,2024-09-11,Mobile App,Rejected,124062.57,,,Insufficient income,2024-09-22
APP001320,CUST00642,Wallet,2026-10-01,Mobile App,Approved,,,,,2026-10-12
APP001321,CUST00642,Wallet,2026-10-12,Web,Approved,,,,,2026-10-25
APP001322,CUST00643,Account,2025-06-01,Agent,Approved,,,,,2025-06-05
APP001323,CUST00643,Loan,2024-03-25,Agent,Rejected,95791.18,,,High debt burden ratio,2024-03-31
APP001324,CUST00644,Card,2025-07-25,Web,Approved,24391.42,,17305.24,,2025-07-28
APP001325,CUST00644,Card,2026-05-17,Web,Approved,73392.48,,40422.08,,2026-05-21
APP001326,CUST00645,Card,2024-11-20,Web,Approved,9467.68,,7033.9,,2024-12-01
APP001327,CUST00646,Card,2026-07-01,Web,Approved,17744.45,,11094.14,,2026-07-07
APP001328,CUST00647,Remittance,2024-05-26,Mobile App,Approved,,,,,2024-05-30
APP001329,CUST00647,Account,2026-11-04,Mobile App,Approved,,,,,2026-11-16
APP001330,CUST00648,Account,2024-06-19,Web,Approved,,,,,2024-06-29
APP001331,CUST00648,Remittance,2024-10-18,Web,Approved,,,,,2024-10-31
APP001332,CUST00648,Account,2026-06-14,Agent,Rejected,,,,,2026-06-20
APP001333,CUST00649,Card,2026-11-16,Web,Approved,36494.25,,11516.66,,2026-11-26
APP001334,CUST00649,Account,2026-09-30,Mobile App,Approved,,,,,2026-10-10
APP001335,CUST00650,Account,2024-12-26,Agent,Approved,,,,,2025-01-02
APP001336,CUST00650,Loan,2026-12-28,Branch,Approved,15199.06,14830.79,,,2027-01-03
APP001337,CUST00650,Account,2025-09-30,Branch,Approved,,,,,2025-10-12
APP001338,CUST00651,Account,2026-08-06,Web,Rejected,,,,,2026-08-14
APP001339,CUST00652,Card,2024-12-01,Web,Approved,33017.11,,23129.06,,2024-12-10
APP001340,CUST00652,Card,2026-09-20,Web,Approved,57671.57,,37188.28,,2026-10-01
APP001341,CUST00653,Remittance,2024-07-08,Web,Approved,,,,,2024-07-18
APP001342,CUST00653,Wallet,2024-08-07,Branch,Approved,,,,,2024-08-14
APP001343,CUST00654,Card,2026-05-10,Agent,Approved,140889.71,,91204.29,,2026-05-20
APP001344,CUST00655,Remittance,2026-06-26,Mobile App,Submitted,,,,,2026-07-04
APP001345,CUST00655,Loan,2024-07-10,Web,Approved,97907.73,84287.82,,,2024-07-14
APP001346,CUST00656,Card,2025-04-20,Branch,Approved,27533.67,,16964.81,,2025-05-03
APP001347,CUST00656,Remittance,2024-02-05,Branch,Pending,,,,,2024-02-11
APP001348,CUST00656,Wallet,2024-04-22,Branch,Rejected,,,,,2024-04-26
APP001349,CUST00657,Card,2026-06-22,Web,Approved,100296.2,,31273.73,,2026-07-03
APP001350,CUST00658,Wallet,2026-07-21,Web,Approved,,,,,2026-08-04
APP001351,CUST00659,Loan,2024-03-21,Agent,Rejected,61331.09,,,KYC not approved,2024-04-01
APP001352,CUST00659,Loan,2025-04-16,Agent,Submitted,73650.12,,,,2025-04-26
APP001353,CUST00659,Remittance,2026-04-14,Agent,Approved,,,,,2026-04-24
APP001354,CUST00660,Loan,2024-07-20,Mobile App,Approved,94872.93,85811.64,,,2024-07-30
APP001355,CUST00660,Wallet,2024-02-06,Branch,Pending,,,,,2024-02-15
APP001356,CUST00661,Card,2026-12-13,Web,Approved,50015.24,,35399.03,,2026-12-17
APP001357,CUST00661,Loan,2026-01-25,Agent,Approved,93800.67,70859.33,,,2026-01-30
APP001358,CUST00662,Card,2024-04-23,Mobile App,Rejected,15018.39,,,High debt burden ratio,2024-05-05
APP001359,CUST00663,Remittance,2025-02-07,Agent,Approved,,,,,2025-02-11
APP001360,CUST00663,Account,2024-05-24,Agent,Approved,,,,,2024-06-04
APP001361,CUST00663,Loan,2025-09-25,Mobile App,Approved,115381.59,114495.58,,,2025-10-01
APP001362,CUST00664,Loan,2025-08-23,Branch,Approved,116957.34,108635.88,,,2025-08-30
APP001363,CUST00664,Account,2024-10-28,Branch,Approved,,,,,2024-11-04
APP001364,CUST00664,Account,2026-08-25,Mobile App,Approved,,,,,2026-09-01
APP001365,CUST00664,Wallet,2026-12-15,Agent,Submitted,,,,,2026-12-20
APP001366,CUST00665,Card,2024-11-24,Branch,Approved,112200.64,,80064.32,,2024-12-03
APP001367,CUST00666,Card,2024-06-14,Mobile App,Approved,147870.69,,90173.87,,2024-06-18
APP001368,CUST00666,Wallet,2026-01-17,Web,Approved,,,,,2026-01-26
APP001369,CUST00666,Wallet,2024-11-25,Branch,Approved,,,,,2024-11-26
APP001370,CUST00667,Remittance,2024-11-26,Web,Approved,,,,,2024-12-10
APP001371,CUST00667,Card,2026-05-12,Mobile App,Pending,7888.71,,,,2026-05-14
APP001372,CUST00667,Account,2026-10-04,Web,Approved,,,,,2026-10-18
APP001373,CUST00668,Card,2024-05-20,Mobile App,Pending,112797.74,,,,2024-05-31
APP001374,CUST00668,Wallet,2024-07-18,Mobile App,Rejected,,,,,2024-07-31
APP001375,CUST00668,Wallet,2026-04-29,Agent,Rejected,,,,,2026-05-13
APP001376,CUST00669,Remittance,2026-09-14,Web,Approved,,,,,2026-09-19
APP001377,CUST00669,Wallet,2026-06-15,Agent,Approved,,,,,2026-06-23
APP001378,CUST00669,Loan,2025-05-08,Branch,Pending,7874.0,,,,2025-05-18
APP001379,CUST00670,Wallet,2025-07-24,Agent,Approved,,,,,2025-07-28
APP001380,CUST00670,Remittance,2025-05-03,Branch,Approved,,,,,2025-05-05
APP001381,CUST00671,Loan,2024-12-31,Web,Approved,53874.29,42708.32,,,2025-01-07
APP001382,CUST00671,Card,2025-04-12,Mobile App,Approved,146462.37,,77503.6,,2025-04-18
APP001383,CUST00671,Account,2025-07-13,Branch,Rejected,,,,,2025-07-27
APP001384,CUST00672,Wallet,2026-10-11,Branch,Rejected,,,,,2026-10-24
APP001385,CUST00672,Account,2025-03-14,Mobile App,Rejected,,,,,2025-03-15
APP001386,CUST00673,Loan,2026-11-15,Web,Approved,112595.35,104720.44,,,2026-11-22
APP001387,CUST00673,Wallet,2026-09-20,Web,Approved,,,,,2026-09-23
APP001388,CUST00674,Remittance,2026-09-12,Web,Approved,,,,,2026-09-17
APP001389,CUST00674,Loan,2025-03-03,Web,Approved,68255.92,41845.0,,,2025-03-17
APP001390,CUST00674,Account,2024-07-27,Branch,Submitted,,,,,2024-08-06
APP001391,CUST00675,Account,2026-11-30,Web,Pending,,,,,2026-12-11
APP001392,CUST00675,Card,2025-11-20,Web,Approved,23033.25,,10060.55,,2025-12-04
APP001393,CUST00675,Card,2025-04-11,Agent,Rejected,136560.27,,,High debt burden ratio,2025-04-14
APP001394,CUST00676,Wallet,2024-09-06,Web,Approved,,,,,2024-09-11
APP001395,CUST00676,Card,2024-01-12,Agent,Approved,123903.11,,85746.91,,2024-01-25
APP001396,CUST00677,Wallet,2026-04-07,Web,Pending,,,,,2026-04-18
APP001397,CUST00677,Remittance,2024-09-11,Branch,Approved,,,,,2024-09-15
APP001398,CUST00678,Wallet,2025-09-29,Web,Approved,,,,,2025-10-09
APP001399,CUST00679,Account,2024-02-24,Agent,Approved,,,,,2024-02-26
APP001400,CUST00679,Account,2026-04-23,Mobile App,Approved,,,,,2026-04-30
APP001401,CUST00680,Card,2026-03-14,Branch,Approved,110498.44,,59418.69,,2026-03-26
APP001402,CUST00680,Wallet,2024-07-29,Agent,Approved,,,,,2024-08-05
APP001403,CUST00680,Wallet,2024-10-28,Agent,Approved,,,,,2024-11-10
APP001404,CUST00681,Account,2025-10-29,Agent,Approved,,,,,2025-11-08
APP001405,CUST00681,Loan,2026-05-21,Branch,Approved,65890.64,43688.2,,,2026-05-28
APP001406,CUST00681,Account,2024-03-23,Agent,Approved,,,,,2024-03-26
APP001407,CUST00681,Loan,2025-09-01,Web,Approved,146356.09,104074.44,,,2025-09-13
APP001408,CUST00682,Remittance,2025-10-03,Branch,Approved,,,,,2025-10-07
APP001409,CUST00682,Remittance,2026-07-15,Mobile App,Approved,,,,,2026-07-18
APP001410,CUST00683,Card,2026-10-01,Web,Approved,78221.99,,37626.62,,2026-10-15
APP001411,CUST00684,Account,2024-06-07,Branch,Approved,,,,,2024-06-10
APP001412,CUST00684,Card,2024-04-04,Branch,Rejected,64671.52,,,Incomplete documents,2024-04-08
APP001413,CUST00684,Card,2024-05-16,Agent,Approved,96526.76,,76282.04,,2024-05-29
APP001414,CUST00684,Card,2026-02-13,Mobile App,Approved,69819.12,,40167.66,,2026-02-14
APP001415,CUST00685,Wallet,2025-01-28,Web,Submitted,,,,,2025-02-01
APP001416,CUST00686,Loan,2026-08-07,Web,Approved,5608.12,3427.56,,,2026-08-09
APP001417,CUST00687,Remittance,2025-02-03,Branch,Approved,,,,,2025-02-12
APP001418,CUST00687,Wallet,2025-11-24,Agent,Approved,,,,,2025-11-25
APP001419,CUST00687,Card,2026-09-21,Web,Pending,21144.65,,,,2026-09-28
APP001420,CUST00688,Account,2026-01-20,Mobile App,Approved,,,,,2026-02-01
APP001421,CUST00689,Loan,2026-02-20,Mobile App,Approved,145230.17,95281.8,,,2026-03-02
APP001422,CUST00689,Loan,2025-10-22,Agent,Pending,54164.97,,,,2025-10-25
APP001423,CUST00690,Remittance,2026-09-02,Mobile App,Approved,,,,,2026-09-10
APP001424,CUST00690,Remittance,2024-12-02,Branch,Approved,,,,,2024-12-04
APP001425,CUST00691,Card,2025-04-27,Agent,Approved,67460.42,,47271.6,,2025-05-06
APP001426,CUST00692,Wallet,2024-01-13,Branch,Approved,,,,,2024-01-19
APP001427,CUST00692,Remittance,2024-04-24,Web,Approved,,,,,2024-05-04
APP001428,CUST00692,Remittance,2026-08-30,Web,Approved,,,,,2026-09-10
APP001429,CUST00693,Wallet,2025-01-16,Branch,Approved,,,,,2025-01-22
APP001430,CUST00693,Card,2025-03-14,Agent,Approved,144674.43,,54583.67,,2025-03-18
APP001431,CUST00694,Wallet,2024-09-22,Agent,Approved,,,,,2024-09-23
APP001432,CUST00694,Wallet,2026-07-01,Agent,Approved,,,,,2026-07-05
APP001433,CUST00694,Loan,2024-03-29,Agent,Approved,66852.15,56394.7,,,2024-04-06
APP001434,CUST00694,Wallet,2026-07-08,Branch,Approved,,,,,2026-07-09
APP001435,CUST00695,Loan,2024-02-14,Web,Submitted,52279.92,,,,2024-02-27
APP001436,CUST00695,Wallet,2025-07-24,Branch,Approved,,,,,2025-07-28
APP001437,CUST00695,Remittance,2024-05-18,Mobile App,Approved,,,,,2024-05-25
APP001438,CUST00696,Wallet,2025-01-17,Web,Rejected,,,,,2025-01-25
APP001439,CUST00696,Loan,2024-12-20,Branch,Approved,50689.64,49042.01,,,2024-12-28
APP001440,CUST00697,Wallet,2025-06-18,Mobile App,Approved,,,,,2025-06-29
APP001441,CUST00697,Account,2024-03-19,Web,Approved,,,,,2024-03-20
APP001442,CUST00697,Loan,2025-04-22,Agent,Approved,88568.35,56261.48,,,2025-05-05
APP001443,CUST00698,Wallet,2026-05-02,Web,Approved,,,,,2026-05-04
APP001444,CUST00698,Card,2025-05-23,Mobile App,Approved,45847.98,,31952.21,,2025-05-26
APP001445,CUST00698,Remittance,2025-03-25,Agent,Approved,,,,,2025-04-06
APP001446,CUST00699,Remittance,2026-02-05,Agent,Approved,,,,,2026-02-07
APP001447,CUST00700,Remittance,2026-05-01,Branch,Rejected,,,,,2026-05-14
APP001448,CUST00700,Card,2026-10-29,Mobile App,Approved,19669.59,,15503.26,,2026-11-08
APP001449,CUST00701,Loan,2025-09-09,Branch,Approved,5677.66,4511.97,,,2025-09-23
APP001450,CUST00701,Account,2024-07-14,Mobile App,Approved,,,,,2024-07-26
APP001451,CUST00702,Account,2024-07-22,Mobile App,Approved,,,,,2024-07-30
APP001452,CUST00702,Loan,2024-03-03,Branch,Approved,93650.89,83229.9,,,2024-03-06
APP001453,CUST00703,Account,2026-06-15,Mobile App,Pending,,,,,2026-06-23
APP001454,CUST00703,Loan,2026-09-26,Mobile App,Approved,60705.74,44420.51,,,2026-10-09
APP001455,CUST00703,Wallet,2025-01-08,Agent,Approved,,,,,2025-01-19
APP001456,CUST00704,Loan,2025-09-13,Agent,Approved,68402.28,58864.84,,,2025-09-25
APP001457,CUST00704,Wallet,2024-06-17,Mobile App,Approved,,,,,2024-06-24
APP001458,CUST00705,Loan,2026-04-23,Branch,Pending,63596.51,,,,2026-05-03
APP001459,CUST00706,Remittance,2024-05-16,Web,Approved,,,,,2024-05-29
APP001460,CUST00707,Wallet,2024-12-24,Branch,Approved,,,,,2024-12-26
APP001461,CUST00707,Card,2024-11-07,Branch,Approved,138418.23,,87401.43,,2024-11-15
APP001462,CUST00708,Loan,2026-12-03,Mobile App,Approved,20981.6,16132.68,,,2026-12-12
APP001463,CUST00708,Account,2025-07-15,Mobile App,Rejected,,,,,2025-07-24
APP001464,CUST00709,Remittance,2026-02-09,Mobile App,Approved,,,,,2026-02-15
APP001465,CUST00709,Wallet,2024-10-01,Web,Rejected,,,,,2024-10-09
APP001466,CUST00710,Loan,2024-07-27,Mobile App,Approved,18524.89,11924.39,,,2024-07-30
APP001467,CUST00710,Remittance,2026-12-05,Branch,Approved,,,,,2026-12-17
APP001468,CUST00711,Card,2026-03-11,Web,Approved,109041.48,,41893.74,,2026-03-22
APP001469,CUST00712,Card,2025-09-09,Web,Approved,65329.75,,34825.4,,2025-09-11
APP001470,CUST00713,Card,2024-08-10,Web,Rejected,100341.2,,,Insufficient income,2024-08-16
APP001471,CUST00713,Card,2024-12-06,Web,Rejected,35081.04,,,Low credit score,2024-12-11
APP001472,CUST00714,Wallet,2024-06-11,Agent,Approved,,,,,2024-06-16
APP001473,CUST00714,Account,2026-07-14,Mobile App,Approved,,,,,2026-07-28
APP001474,CUST00714,Remittance,2026-12-28,Web,Approved,,,,,2027-01-08
APP001475,CUST00715,Card,2024-02-05,Branch,Approved,8237.94,,5872.28,,2024-02-15
APP001476,CUST00716,Remittance,2025-05-15,Branch,Rejected,,,,,2025-05-18
APP001477,CUST00716,Remittance,2024-06-05,Web,Rejected,,,,,2024-06-19
APP001478,CUST00716,Account,2026-07-27,Branch,Rejected,,,,,2026-08-05
APP001479,CUST00717,Wallet,2026-06-16,Branch,Approved,,,,,2026-06-18
APP001480,CUST00718,Account,2026-07-12,Web,Approved,,,,,2026-07-17
APP001481,CUST00718,Loan,2025-03-20,Mobile App,Submitted,3897.37,,,,2025-03-23
APP001482,CUST00718,Wallet,2026-12-27,Mobile App,Approved,,,,,2027-01-04
APP001483,CUST00718,Loan,2025-02-07,Mobile App,Approved,86899.57,80426.21,,,2025-02-08
APP001484,CUST00719,Card,2026-11-10,Mobile App,Rejected,15907.41,,,KYC not approved,2026-11-19
APP001485,CUST00720,Loan,2025-05-10,Agent,Rejected,137582.89,,,Low credit score,2025-05-24
APP001486,CUST00720,Remittance,2024-03-06,Mobile App,Approved,,,,,2024-03-09
APP001487,CUST00720,Account,2024-02-07,Mobile App,Approved,,,,,2024-02-13
APP001488,CUST00720,Remittance,2026-05-21,Web,Approved,,,,,2026-05-27
APP001489,CUST00721,Wallet,2024-04-12,Agent,Rejected,,,,,2024-04-19
APP001490,CUST00722,Wallet,2026-07-20,Agent,Pending,,,,,2026-07-28
APP001491,CUST00723,Account,2025-11-08,Mobile App,Approved,,,,,2025-11-12
APP001492,CUST00723,Loan,2024-07-11,Mobile App,Rejected,82361.62,,,Insufficient income,2024-07-20
APP001493,CUST00724,Card,2024-08-24,Mobile App,Approved,87750.75,,51184.39,,2024-08-28
APP001494,CUST00724,Wallet,2025-08-27,Web,Approved,,,,,2025-09-01
APP001495,CUST00724,Card,2025-06-29,Mobile App,Approved,130671.19,,80031.96,,2025-07-06
APP001496,CUST00725,Loan,2024-09-12,Mobile App,Pending,57706.29,,,,2024-09-13
APP001497,CUST00725,Wallet,2024-02-11,Mobile App,Approved,,,,,2024-02-14
APP001498,CUST00726,Loan,2025-04-17,Branch,Approved,137381.43,106424.86,,,2025-04-23
APP001499,CUST00726,Loan,2024-08-24,Mobile App,Approved,147823.94,108287.34,,,2024-08-27
APP001500,CUST00726,Card,2025-06-27,Branch,Pending,36761.36,,,,2025-07-04
APP001501,CUST00726,Wallet,2026-08-08,Web,Approved,,,,,2026-08-16
APP001502,CUST00727,Card,2026-09-20,Agent,Approved,125994.56,,88103.61,,2026-09-21
APP001503,CUST00727,Card,2025-12-06,Branch,Approved,35197.97,,13312.62,,2025-12-08
APP001504,CUST00728,Wallet,2024-03-03,Mobile App,Approved,,,,,2024-03-13
APP001505,CUST00729,Account,2026-12-15,Branch,Approved,,,,,2026-12-27
APP001506,CUST00730,Loan,2024-07-11,Mobile App,Approved,15250.64,9151.0,,,2024-07-17
APP001507,CUST00730,Loan,2026-08-10,Web,Approved,15570.64,14908.63,,,2026-08-12
APP001508,CUST00731,Remittance,2025-11-30,Web,Rejected,,,,,2025-12-10
APP001509,CUST00732,Account,2026-01-07,Web,Rejected,,,,,2026-01-14
APP001510,CUST00732,Account,2025-09-11,Branch,Approved,,,,,2025-09-17
APP001511,CUST00733,Account,2024-08-20,Web,Approved,,,,,2024-08-27
APP001512,CUST00733,Card,2024-04-06,Agent,Submitted,130497.01,,,,2024-04-10
APP001513,CUST00733,Card,2026-08-11,Mobile App,Approved,103257.36,,74284.71,,2026-08-19
APP001514,CUST00734,Remittance,2024-05-10,Mobile App,Approved,,,,,2024-05-24
APP001515,CUST00734,Loan,2026-10-10,Web,Approved,82504.3,56572.37,,,2026-10-17
APP001516,CUST00735,Remittance,2025-09-12,Branch,Approved,,,,,2025-09-25
APP001517,CUST00735,Remittance,2026-07-06,Mobile App,Approved,,,,,2026-07-10
APP001518,CUST00736,Wallet,2024-10-05,Agent,Rejected,,,,,2024-10-19
APP001519,CUST00737,Account,2026-06-27,Agent,Approved,,,,,2026-06-30
APP001520,CUST00737,Remittance,2026-06-29,Mobile App,Rejected,,,,,2026-07-04
APP001521,CUST00737,Card,2026-02-02,Web,Approved,94106.57,,60195.21,,2026-02-08
APP001522,CUST00737,Account,2026-10-11,Agent,Approved,,,,,2026-10-16
APP001523,CUST00738,Wallet,2025-11-14,Agent,Rejected,,,,,2025-11-21
APP001524,CUST00739,Remittance,2024-12-17,Branch,Approved,,,,,2024-12-20
APP001525,CUST00739,Remittance,2025-11-08,Web,Approved,,,,,2025-11-11
APP001526,CUST00740,Card,2025-07-15,Mobile App,Submitted,128498.5,,,,2025-07-19
APP001527,CUST00740,Account,2024-05-29,Branch,Pending,,,,,2024-06-10
APP001528,CUST00740,Card,2026-06-20,Mobile App,Pending,112811.37,,,,2026-06-26
APP001529,CUST00741,Card,2025-05-20,Mobile App,Rejected,20072.97,,,High debt burden ratio,2025-05-31
APP001530,CUST00742,Account,2025-09-11,Agent,Submitted,,,,,2025-09-19
APP001531,CUST00743,Remittance,2024-07-18,Web,Approved,,,,,2024-07-27
APP001532,CUST00743,Card,2025-08-28,Agent,Approved,123274.38,,43874.48,,2025-09-07
APP001533,CUST00743,Loan,2024-03-04,Mobile App,Approved,29037.7,20861.99,,,2024-03-06
APP001534,CUST00744,Account,2025-04-02,Agent,Approved,,,,,2025-04-14
APP001535,CUST00744,Account,2026-07-16,Agent,Approved,,,,,2026-07-19
APP001536,CUST00744,Remittance,2026-03-08,Mobile App,Approved,,,,,2026-03-12
APP001537,CUST00745,Loan,2024-10-27,Web,Pending,115594.51,,,,2024-11-04
APP001538,CUST00745,Wallet,2024-10-06,Mobile App,Approved,,,,,2024-10-19
APP001539,CUST00746,Wallet,2026-04-08,Branch,Approved,,,,,2026-04-19
APP001540,CUST00746,Loan,2025-08-18,Agent,Approved,76440.67,53447.06,,,2025-08-24
APP001541,CUST00746,Loan,2025-01-25,Web,Approved,56696.23,53333.46,,,2025-02-02
APP001542,CUST00747,Wallet,2025-03-16,Web,Approved,,,,,2025-03-28
APP001543,CUST00748,Loan,2026-08-20,Branch,Approved,62941.86,61760.33,,,2026-08-25
APP001544,CUST00748,Card,2024-09-02,Branch,Approved,136622.49,,48530.9,,2024-09-14
APP001545,CUST00749,Wallet,2025-02-19,Web,Approved,,,,,2025-02-22
APP001546,CUST00749,Card,2024-10-24,Mobile App,Approved,8038.73,,3584.53,,2024-10-31
APP001547,CUST00749,Account,2025-08-22,Agent,Approved,,,,,2025-09-02
APP001548,CUST00749,Remittance,2024-03-09,Mobile App,Approved,,,,,2024-03-14
APP001549,CUST00750,Wallet,2026-11-18,Agent,Approved,,,,,2026-11-28
APP001550,CUST00750,Wallet,2026-09-26,Branch,Rejected,,,,,2026-09-27
APP001551,CUST00750,Account,2024-06-15,Web,Approved,,,,,2024-06-27
APP001552,CUST00751,Wallet,2024-05-28,Agent,Approved,,,,,2024-05-31
APP001553,CUST00751,Remittance,2024-01-29,Web,Approved,,,,,2024-02-10
APP001554,CUST00752,Loan,2024-06-18,Mobile App,Approved,124548.38,84062.3,,,2024-06-23
APP001555,CUST00752,Loan,2025-05-26,Mobile App,Approved,126424.78,85663.59,,,2025-05-29
APP001556,CUST00752,Account,2026-07-23,Mobile App,Approved,,,,,2026-08-06
APP001557,CUST00752,Wallet,2024-06-17,Web,Approved,,,,,2024-06-25
APP001558,CUST00753,Loan,2024-07-03,Mobile App,Approved,116860.11,103029.56,,,2024-07-11
APP001559,CUST00753,Account,2026-06-19,Agent,Approved,,,,,2026-06-26
APP001560,CUST00753,Account,2024-05-17,Agent,Approved,,,,,2024-05-24
APP001561,CUST00753,Loan,2024-07-12,Agent,Approved,12424.63,11405.85,,,2024-07-15
APP001562,CUST00754,Remittance,2026-10-06,Web,Submitted,,,,,2026-10-14
